address,date,price,rating,restaurant,text
"1401 Brickell Ave, Miami, FL 33131",10/9/2017,$$,4,Cocowhip,"Yummy vegan froyo. Hailing all the way from Australia, this chain found its way to Brickell and I'm glad it did. I liked their original and chocolate flavors, so I was really excited when they said they'd be rotating the chocolate out the next week for matcha. But after coming back a few times and it was still chocolate, I lost faith and the post-run habit (probably for the better though considering one bowl will easily set you back $10). Also considering its location inside an eatery with 100 Montaditos (Spanish tapas place) and Kai (poke and ceviche place), it's a convenient dessert spot to treat yourself every now and then."
"1401 Brickell Ave, Miami, FL 33131",12/10/2016,$$,3,Cocowhip,"Located inside the 100 montaditos, cocowhip is a small yogurt option with about six topping options. Although its a little steep in pricing. We paid $18 for two yogurts with about 2 toppings each. The yogurts are vegan so they melt quickly. The consistency isn't as thick as you'd expect. ,The nice part is that there is outdoor seating, bench style and high tops. They also have flat screens tvs; you can watch your sports game. Parking is hard to come by, I parked in the garage at the building next door on se 12 terr."
"1401 Brickell Ave, Miami, FL 33131",6/8/2018,$$,4,Cocowhip,Update - went again to find out the carrot cake isn't  vegan as was previously told on countless occasions. Very disappointing and irresponsible of the staff. I didn't give a low rating because the staff member who went in the back to ensure it was not when we asked him for the vegan carrot cake was very apologetic when he found out we use to buy the carrot cake because one of the staff told us it was vegan. He offered us a free vegan banana muffin as an apology. Also the cocowhip is still very good and highly recommend it.
"1401 Brickell Ave, Miami, FL 33131",9/15/2017,$$,3,Cocowhip,"We came here with a friend - after giving into our late night cravings - not realizing it was a vegan, gluten and dairy free kind of place. According to their menu CocoWhip is made with Coconut Water, Organic Bio-Fermented Coconut Powder & Vegetable Sourced stabilizers. There's five CocoWhip variants: Original Coconut, Cacao Bliss, Super Berry, Minty Matcha, African Mango & Turmeric. The Original CocoWhip (their most popular) is more on the neutral side but I added some fudgy brownie bites. If brownies is not your thing they do have a few additional toppings and syrups to choose from. CocoWhip has a very light coco taste (which will go well with any of their toppings), texture was also light, not creamy and had no consistency related to pudding or yogurt. I thought it was quite refreshing. I would like to try their Cacao next time but as for their service, it was very slow. Price wise it was steep (about $6) considering the small size of the cup. My order was made on the spot but my friend ordered the Acai bowl (she did not like the texture) which took about 15 minutes to make! I am willing to give this place another go if I happen to be near-by. Just keep in mind that aside from their soft serve there's not a lot of other dessert choices. And I do agree with a fellow Yelper that my dessert also looked nowhere near what they advertise on their social media. CocoWhip is inside a small section of another restaurant. You have indoor seating and there's also a cute and well lit outdoor seating area. Luckily for us the weather outside was perfect that evening. Too bad my friend didn't enjoy her dessert but I sure enjoyed mine. Hope they're faster with their service next time."
"320 San Lorenzo Ave, Coral Gables, FL 33146",5/27/2014,$$,5,Yard House,"love the vegan ""wings"" and veggie angel hair.,I really love that they have a Gardein menu for vegetarians and vegans.,(plus so many beers)"
"320 San Lorenzo Ave, Coral Gables, FL 33146",8/2/2015,$$,3,Yard House,"Came to Yard House for lunch on Thursday. Yard House is a favorite of my office because of the large assortment of food, as well as a very vegetarian and vegan friendly menu. I meanwhile ordered the steak sandwich medium rare and it was absolutely delicious. I enjoy Yard House because of the ambience and the food, but my issue is always the prices. As much as I would like to give it a better review, everything on the menu is just too over priced. That goes double for drinks. Perhaps it is an inflated ego, but I truly believe that Yard House is not a nice enough restaurant to charge the prices they do."
"320 San Lorenzo Ave, Coral Gables, FL 33146",1/8/2015,$$,4,Yard House,"I actually have mixed feelings about this place. Food is good, but not fabulous... they do have vegan/vegetarianoptions tho. And of course a large variety of beer on tap. But the service is a bit slow, even on days when it's not busy in there."
"320 San Lorenzo Ave, Coral Gables, FL 33146",7/30/2016,$$,5,Yard House,"Today I had lunch at yard house Miami beach. Recently, (few months ago) I went vegan and stopped eating all meats and dairy products. I was very disciplined with this until a few weeks ago I started missing being able to dine out without having to ask for an alternative menu. Because I know the dangers of a lot of red meat and hormone in chicken and turkey, I've incorporated only sea food to my diet. ,Yard house offers a rice bowl with chicken and assorted vegetable. I was totally craving this today minus the chicken. I spoke with my waitress who spoke to the manager and switched the protein in my dish for shrimp. I was able to eat what I wanted without the guilt of eating something I knew my body would not be able to handle. It was delicious! Their drinks are also very tasteful. I'm into all sweet and fruity drinks so if I could recommend any I would say have the ""bikini Tini""!  This is a combination of Malibu, banana liquor, pineapple juice and pomegranate. Simply delicious ! ,Oh and needless to say this place is super affordable !"
"320 San Lorenzo Ave, Coral Gables, FL 33146",11/26/2016,$$,5,Yard House,"I've never had a vegan dish like the Gardein Orange Peel ""chicken"" at Yard House. I've been there a total of three times now, I always get the same thing and every time it gets better. I wish it was closer to me but that also saves me money. The waiters do their best and always keep an eye out for you too. I can't wait to try their new vegan burger next time! Yard House has something for everyone!"
"320 San Lorenzo Ave, Coral Gables, FL 33146",6/29/2017,$$,5,Yard House,One of the best restaurants in Coral Gables. Many vegetarian and Vegan options. The restaurant gets super packed so make sure you make a reservation. Food is very nice quality.
