address,date,price,rating,restaurant,text
"8211 S Dixie Hwy, Miami, FL 33143",10/12/2016,$$,5,grown,"Wow! Can't even begin to explain how special this place is. From the food, the vibe, and especially the owner, Shannon! We had the vegan & gluten free soup which was incredible!!! Also sampled the salmon burger & eggplant sandwiches which I'm craving already. They have many community events and specials so check out the instagram page. (That's how I found out about free yoga & yummy bites afterwards). The owner is incredible. Her mission is so clear and that is to spread the word about an organic lifestyle and cater to those who believe so deeply in it like she does. She literally went around from to table to table to speak to guests. If you aren't aware, she is Ray Allen's wife. The reason I bring that up is because she doesn't have to be running this restaurant, she has money. She does it because she truly has a passion and cares! She orders everything from the restaurant herself and makes sure it is locally sourced and organic! From the fruits, veggies, & meats! She also stores EVERYTHING in BPA free containers. Why would she do that? It is triple the amount of money and nobody will ever know. Again, because she CARES! What a beautiful lady , inside & out! Can't wait to go back (especially to try breakfast). By the way, GROWN caters to EVERYONE! Vegans, gluten intolerant, meat lovers...oh and wine lovers too! Check them out, you won't regret. P.S: For those complaining about price.. organic food (especially how they order) is pricey, you will not find that anywhere! Your body is a temple, take care of it! No amount of money can replace sickness or disease. There is no price on good health."
"2895 McFarlane Rd, Miami, FL 33133",7/24/2018,$$,5,Next Generation Pizza,"I don't want to give this review as a recent convert to veganism, but as someone who has traveled quite a bit and has experienced different cuisines from all over the United States, Latin America, and Europe. I purposely seek out small family owned restaurants and shy away from chains.,Buffalo Bob is probably the best pizza I have ever had. The chicken was very tasty and was not overpowered with buffalo sauce. The cheese was just perfectly extra on the pizza, and the crust was fantastic. We followed up with ice cream. I had the Brownie Sunday, which after I had customized it was more like some hardcore chocolate on chocolate action. ,On the owners advice we returned the next morning for pancakes and holy cow! The banana blueberry pancakes were fire. The scramble was not missing anything (coming from a recent non-vegan background its hard to fool me) but my favorite was the sausage patties.,Ethically sourced food this good makes the conversion to full veganism a no brainer. Why not promote peace and love for our fellow creatures and inhabitants of this fascinating rock hurtling through space at 26 thousand miles an hour through some damn tasty food?!"
"2895 McFarlane Rd, Miami, FL 33133",7/13/2018,$$,5,Next Generation Pizza,"Knowing how great Choices Organic Café is, we knew we had to try this pizza place as soon as it opened. The outdoor seating setup is the same casual Grove dining as Choices, and the order by tablet option was quick/painless. While we ordered with the tablet, all of the staff were super nice and updated us as we waited on our pizza. Speaking of the pizza (Helen of Napoli): it was absolutely incredible, made to order with fresh ingredients, and worth the wait. We both agreed that it was the best vegan pizza either of us had ever had. It's essentially potatoes au gratin/loaded baked potato over a spectacular, risen-crust pizza. It was perfectly paired with a cup of delightfully sour mango lime kombucha to wash it down. Do yourself a favor and get some of this pizza in your mouth!"
"2895 McFarlane Rd, Miami, FL 33133",7/1/2018,$$,5,Next Generation Pizza,Calling all vegans and non vegans!! Best vegan pizza hands down. The dough and cheese were both delicious. Comfort food pizza at its finest. I came with a big group and we got all the pizzas. The blueberry one was delicious. Definitely more savory than sweet so it was a nice surprise! Coming back next weekend for the opening of the ice cream shop!
"2895 McFarlane Rd, Miami, FL 33133",7/9/2018,$$,5,Next Generation Pizza,"Hands down best pizza I have ever had, vegan or not. The first time I showed up they were closed and cleaning up and still offered to bake up 3 pizzas and make 3 smoothies from Neo's Blender (in the same VShops Food Hall). Paid parking lot next door is easy but I have heard they boot if you are even a minute late, but for $3/hour ($1/20 mins), pay the extra :),I have had the Buffalo pizza and the BBQ chicken pizza."
"2895 McFarlane Rd, Miami, FL 33133",6/29/2018,$$,5,Next Generation Pizza,"It's in the building with the blue umbrellas. Holy crap was this phenomenal vegan food. Just order the blueberry pizza. It's incredible. My wife got the buffalo bob and it was ""the best buffalo item I've had since going vegan."",If you're vegan you need this experience."
"8224 Biscayne Blvd, Miami, FL 33138",12/6/2016,$$,5,Cream Parlor,"This has to be one of the most charming places I have ever visited in Miami....and beyond!Where do I begin? First of all, the staff is so friendly; the owners are incredibly accommodating with a kindness beyond compare and the food is to die for. Everything from the warm toasted paninis to the delectable ice creams. It's all so amazing. There's a cozy back patio, too. And vegetarian \ vegan options too. At Cream Parlor, every experience you have is a memorable one. DEFINITELY RECOMMENDED!"
"8224 Biscayne Blvd, Miami, FL 33138",10/3/2016,$$,4,Cream Parlor,"Im in love with this iscream parlour! The place is cozy with a few tables inside and there is a very nice outdoor patio in the rear that I loved. I enjoyed convo, icecream and the Avocado vegan toast there and felt very relaxed and comfortable. definitely a go to on an easy beeezy Sunday night!,I had a scoop of the unicorn poop + a scoop of the rum raisin and they were both delicious...nothing out of this world flavor wise but ice cream is ice cream.,Very family friendly place and I might be a bit weird but I wish they served some wine here for the grown ups too, while the kids enjoy their cones. the food menu needs some work as it relates to a more varied options but overall. I loved the ambiance. Wine, would make it truly official in my book.,."
"8224 Biscayne Blvd, Miami, FL 33138",8/30/2017,$$,3,Cream Parlor,"This place is good place to enjoy some very delicious ice cream, if you are not vegan then you would love Cream Parlor they invent new ice cream flavors every week which I think is amazing plus their food is also very full of delicious flavors, I would just say that the food is vey greasy so you might want to watch out for that ..."
"8224 Biscayne Blvd, Miami, FL 33138",1/10/2018,$$,5,Cream Parlor,"Oh my god! This place so so cute and has awesome food and service. It definitely exceeded my expectations. I ordered the curry bowl and the hummus makes it so BOMB!!!!! So flavorful and tangy and slightly smoky. Excellent vegan or vegetarian option. I also had the prosciutto toast with the apricot jam and goat cheese. Ugh, the flavors in my mouth...I saved a bite to have as the last thing in my mouth. My friend got a smashed potato with eggs bacon and cheese and she loved it. They take a whole baked potato and press it in the panini press until it becomes crispy and delicious and then topped it was eggs, cheese , and a mountain of bacon. And then the dessert. Make sure to try their ice cream flavors and then get an out of this world Sundae or malted milkshake!"
"8224 Biscayne Blvd, Miami, FL 33138",9/27/2017,$$,4,Cream Parlor,"Feel like I found a gem not far from home! Love this place because offers a variety of delicious meals , with many vegan options as well on a very cute and unique ambience.  It's very family friendly and My children's really like it.  I Just love it!! Will come back over and over again real soon ,   One of my favs. Are the hummus with warm pita , the petal rose latte , rose petal lemonade , unicorn poop ice cream and purple rain ice cream as well."
"186 SE 12th Ter, Miami, FL 33131",12/7/2017,$$,5,Nikko By Sunshine,Nikko has been my go to Thai restaurant. They are always willing to accommodate my request to make certain dishes vegan and answer any questions I have with regards to a dish and what it contains. I have the pad thai with tofu and their coconut soup. Their food is always delicious and I would highly recommend trying them.
"301 Miracle Mile, Coral Gables, FL 33134",6/3/2018,$$,5,Doc B’s Fresh Kitchen,"Have been here three times and really like this place! Waitstaff is super friendly, great decor and awesome food. Portion size is generous and lots of variety for vegetarians/kosher/vegans (all of who we've eaten with here). Would def recommend for brunch or dinner!!"
"301 Miracle Mile, Coral Gables, FL 33134",8/3/2018,$$,5,Doc B’s Fresh Kitchen,Great atmosphere! Plenty of Vegan options! I had the Tofu Wok Out Bowl and it was delicious! Our waitress was friendly and extremely helpful. I'll be back! Recommended!
"8211 S Dixie Hwy, Miami, FL 33143",7/17/2016,$$,4,grown,Excellent food overall. Had the free range chicken wrap Capri Salad Style along with a vegan minestrone soup. A little pricey but worth it in my opinion for a fast food type of place.
"8211 S Dixie Hwy, Miami, FL 33143",5/25/2016,$$,4,grown,"A nice fast food restaurant. The employees were very friendly. They greeted each customer immediately at the door. The sitting area was very cute. The tables were a little small but I think that for a fast food restaurant it is not a big issue. We ordered two smoothies, a salad with Havana vibe and salmon, and a wrap with salmon. The food came with soups - Chicken tortilla and Gluten Free Vegan Minestrone soup. The food was very good. All ingredients were fresh and tasted delicious. The only thing that surprised me was the bill. The food is a little bit too pricey for a fast food restaurant. The total bill was $58! But I guess they have to pay the Pinecrest's rent!"
"8211 S Dixie Hwy, Miami, FL 33143",4/30/2016,$$,5,grown,"Only been open a month and is doing very well! Everything on the menu is incredibly fresh , the ambiance is adorably cute, and there is open-air (covered) seating. I had the Grown Simple Greens wrap and Gluten Free Vegan Minestrone soup which were delicious. The silverware and plates are made of renewable materials and the juices are amazing. Try the Love Greens!"
"8211 S Dixie Hwy, Miami, FL 33143",4/4/2017,$$,5,grown,"Food that tastes great and makes you feel good ordering. Everything is USDA organic. This is also an excellent place for vegetarians, vegans, people with dietary restrictions, allergies, etc. ,The salmon was fine dining quality on a paper plate. I recommend trying the Mexican corn. ,Since it is was our first time, the manager, Chris, walked us through the menu and gave us samples to try. Bonus points for excellent service. ,As others have mentioned, this place is more expensive than other counter service restaurants, but I would argue the food quality and taste is MUCH better. We enjoyed dinner so much, we splurged for dessert (something we rarely do). Excellent too!"
"8211 S Dixie Hwy, Miami, FL 33143",1/4/2017,$$,4,grown,"I enjoyed my visit here when I came early on a Saturday morning with my boyfriend. The food was tasty enough, and there were plenty of vegan and vegetarian options. The reason why I give this restaurant four stars instead of five is because it was extremely pricey for the portion sizes we were getting. We both left feeling hungry after spending $xx amount on our breakfasts. I wish they had bigger portion sizes. Also, it gets very crowded on weekends, mainly with local families coming after a soccer match, etc."
"8211 S Dixie Hwy, Miami, FL 33143",3/30/2017,$$,5,grown,"I loved this restaurant!!  I had the wild salmon on a gluten free wrap with the simple greens, soup was included and I had the chicken and mushroom. My soup was very tasty and my wrap was scrumptious!  I was only able to have half of my wrap because it's quite large so next time I'll order an extra soup and share the wrap. I didn't have dessert but on my way out saw they had vegan and gluten free desserts which I will try next time. Can't wait to visit them again. ,Ps- I was very impressed that they had Rudi's gluten free bread, wild salmon and free range chicken. I wish I would've had access to a ""fast food restaurant"" like this when my kids were small. I'll definitely be taking my grandkids!"
