address,date,price,rating,restaurant,text
"3235 NW 32nd Ave, Miami, FL 33142",3/13/2018,$$,5,Taqueria Los Dos Amigos 2,"This is a review I was reluctant to write. I didn't want to write it because this is a hidden jewel, and if I write about it, it won't be hidden anymore. I'll tell how I found this gem. I was selling a piece of restaurant equipment that the owner purchased, but prior to the purchase I asked the owner what was his intention for the equipment because I used it in my house. He tells me it's for his Mexican restaurant. I tell him great I love mexican food and where is his restaurant. So after the purchase he gives me the address and I tell him I'll visit one day, Thank you and good night. Well one day was the very next day. Now on to the food. The fresh made guacamole was delicious with the homemade tortillas chips to start. Next I'm vegan so I had the Spanish rice with beans and sliced avocados which was equally just as delicious and to wash it down a Mexican Pina soda, lastly the prices are on point. The food was so good I went back the next day. I didn't post any pictures, you'll have to go and see for yourself. maybe I'll be able to keep it a hidden gem."
"40 NE 1st Ave, Miami, FL 33132",3/28/2018,$$,5,Notso Tokyo,Great food and great service! AND multiple VEGAN options. Yes please! The decor is great with old school video games and anime as the theme. They have arcade games to play for FREE. I would definitely recommend this place! My favorite option on the menu so far was the ginger kissed salad. Looking forward to tying the curry next time!
"2342 Sw 67th Ave, West Miami, FL 33156",3/10/2016,$,5,Diced,This restaurant had great food.  Everything was very fresh. Lots of options were available for those that are vegan or vegetarian.  They didn't have a line during lunch hour.
"2342 Sw 67th Ave, West Miami, FL 33156",8/30/2016,$,5,Diced,"What a wonderful little Gem! I had a delicious chicken bowl with quinoa and all the trimmings. Had it with their signature sauce that includes 3 types of sauces including guava...omg, I couldn't stop eating. All veggies were fresh and place is very clean. They even have vegan option choices. Totally recommend it to anyone that would want a tasty and healthy meal!"
"2342 Sw 67th Ave, West Miami, FL 33156",5/11/2016,$,5,Diced,"Found out about this little spot at a bootcamp event that they were kind enough to be a part of for autism awareness. They pride themselves in serving healthy food so I didn't feel guilty eating this after an intense workout. The man who was serving the food recommended a vegan sauce he had just created a couple of days before, along with a guava sauce -they were both DIVINE. They were nice enough to give me seconds since the portions were really small & also provided me with a shirt of theirs. I went to the actual restaurant a couple of days later & was welcomed in by the same guy who had recommended the sauces. The staff was very attentive & the food was even better the second time around. Will deff be going back soon."
"2342 Sw 67th Ave, West Miami, FL 33156",3/3/2017,$,5,Diced,"Food was great, healthy and with vegan options. The service was also great.   My husband and I both had a steak bowl to our liking. It was fast and not expensive option for dinner. The only down fall we had was when we walked in the restaurant smelled like cigarettes.  Almost lost my appetite.  It seemed like maybe the staff took a quick cigarette break inside near the corner..... it's a small restaurant so the smell travels.   Luckily it didn't linger and the food and service made up for it.   Would definitely come back again ....!!!!  Minus the cigarette smell......."
"2342 Sw 67th Ave, West Miami, FL 33156",9/15/2017,$,5,Diced,Honestly such a great place and it's vegan friendly! Their staff is very friendly and work pretty fast. The place is always packed and my order is always made quickly and all of their dressings have a vegan option.
"2342 Sw 67th Ave, West Miami, FL 33156",6/24/2017,$,5,Diced,Had the bowl with chicken and it was delicious  I will make sure to come back. They have vegan choices!
"2342 Sw 67th Ave, West Miami, FL 33156",3/15/2018,$,5,Diced,"We have been hearing about this place for some time and we thought why not go one day, this is now our top place to go eat lunch every now and then. Not only is it healthy but it's sooo filling and I love that ! You can ask for extra at no cost. They also have vegan options which is great !! They have never failed me. The bowls are deep so it maybe seem like little but it really isn't. This is definitely my to go place for fast healthy food."
"2342 Sw 67th Ave, West Miami, FL 33156",7/16/2017,$,5,Diced,"Where has Diced been all my life? The diced staff was amazing, they are very lively and upbeat. I'm a vegetarian and the menu had great vegetable selections. I got the vegetable bowl, with brown rice and all the toppings, including avocados. The next thing they ask you is which sauce, and let me tell you all the sauces are amazing. I love that they had vegan sauces as well. I got all 3 sauces on top of my bowl.  The spicy guava is my favorite.The portion sizes are very well, I could not finish my bowl but my friend did. We both left extremely satisfied with all the fresh toppings and filling bowl. Would recommend this place as they are a very healthy fast food option. And I confess... I couldn't leave without buying the sauces to take home...lol"
"2342 Sw 67th Ave, West Miami, FL 33156",10/4/2017,$,4,Diced,"This place is perfect if you are on the go and need something fast but healthy.  It reminded me a little of chipotle in that the menu is simple.  You just pick your protein, the add-ins and the sauce.  The sauces are the best part and they also have vegan sauces to choose from!"
"2889 McFarlane Rd, Coconut Grove, FL 33133",12/6/2013,$$,3,Peacock Garden Bistro,"I really don't understand the hype with this spot, aside from the beautiful setting. We went for breakfast on a Sunday and ordered the garden omelette, homemade bread, coffee, and juice. The omelette had zero flavor- and we eat tons of vegetarian and vegan foods to know that vegetables don't have to be bland. The bread tasted like something you can buy pre-made at the grocery store, but it was made better by the delicious jam they served it with. On the upside it really does feel like you're sitting in a garden and it smells so good of plants and flowers. Our server was quick and friendly so no complaints there, either. I haven't hit up too many other spots in the Grove but there are much better places in Coral Gables for breakfast and brunch."
"2889 McFarlane Rd, Coconut Grove, FL 33133",2/15/2015,$$,4,Peacock Garden Bistro,"Food quality and allergy/gluten/lifestyle (vegetarian/vegan) friendly menu: 2.20 stars. Service: .80 star (close to 1 full star). Atmosphere: 1 full star (in fact, I might even in throw another .25 star, for the outdoor seating on a beautiful Miami day is priceless). My recommendations would be: for the price, I'd like to see this restaurant offer some higher quality foods (i.e. wild, free range, grassfed, organic) and beef up your the gluten sensitive, and add some vegan options. Overall great spot, in a great location, with some very tasty cuisine."
"2889 McFarlane Rd, Coconut Grove, FL 33133",3/28/2014,$$,4,Peacock Garden Bistro,"I was here for a wedding reception, so we were treated very well.  We didn't get the full menu of options since I'm sure the bride and groom had to choose a pre-made package, which unfortunately didn't include any vegan or even vegetarian options.  However, since our orders were also taken at the table (not just via our RSVP), I was able to get the corn soup appetizer (they claimed it had no chicken/beef/etc broth) and vegan risotto as my main meal.,The corn soup was absolutely delicious; it was a good level of sweet: not too subtle but not overbearing, either.  The only thing bad about it was the dish it came in was basically a plate (not completely flat, of course, but shallow), so there was much less soup than expected.,The vegan risotto unfortunately was topped with grated cheese, but I was able to skim that off to the side.  I'd only had a bite or two of risotto before this and didn't recall whether I'd liked it or not, but this one was pretty decent.  It had some veggies mixed in, but the one I remember is the mushrooms (I love mushrooms!).,I'd prefer that they would have had a larger vegan selection (I'm pretty sure their full menu has more option that could at least be modded to be vegan, so this might have simply been due to restrictions on the pre-made party package).  However, the risotto at least showed they'd put effort into it.,We started out at the cocktail bar, which had some couches and single lounge chairs, as well as a piano.  It was a bit crowded with our party, but it seemed to have some flair.,The room in which we sat for dinner was very large and full of round tables for party guests, and there was also some space for dancing by the DJ.  There was a small upper level with large windows that went unused, but the windows allowed in some sunshine.,Parking was available in a garage underneath the restaurant.  Unfortunately, the garage is cash only, but there is an ATM right next to the garage entrance (which you should visit *before* exiting).  I believe it was around $5-10 for the 3-4 hours we were there, but you'll want to double-check.,There was some street parking, as well, but I'm not sure what the rates were, and I wouldn't count on finding a free spot, depending on when you go.  There was another parking garage about two blocks away; again, not sure the  rates.,Lastly, there definitely was some eye candy among the staff (not that that's reason alone to go!)."
"2342 Sw 67th Ave, West Miami, FL 33156",8/7/2018,$,4,Diced,"Love this place! Went for my first time and the food was amazing. It's great that they have veggie options for vegetarians or vegans while also having meat options. The pinto beans were amazing, and I loved their garlic cilantro sauce as well."
"2342 Sw 67th Ave, West Miami, FL 33156",7/17/2018,$,5,Diced,"I. Love. This. Place. Sometimes I will get food here 3 days in a row, no shame. I love that they have options that cater to my dietary restrictions (dairy-free). I love their vegan tomato basil sauce and their vegan pesto cilantro sauce as well. The more the merrier! They are fresh, quick, and tasty. Definitely recommend :)"
"2889 McFarlane Rd, Coconut Grove, FL 33133",4/23/2018,$$,5,Peacock Garden Bistro,"I went to Peacock Garden Cafe several times for lunch/dinner while I was looking at wedding venues in the area. The service and food was so great, I choose to have our rehearsal dinner here. I'm so glad I did. All of my guests loved the food. The chef was also accommodating to my guests who were vegan/vegetarian. We had our own private area for the rehearsal dinner and designated server. I also considered them to be reasonably priced for full experience we got."
